id,tweet,tweet_length,tweet_cleaned,tweet_clst
102,"@Jaykelllz If he does the bullshit he did the last debate, might as well spoon feed <e>Romney</e> the election",110,"['Jaykelllz', 'bullshit', 'last', 'debate', 'might', 'well', 'spoon', 'fee', 'Romney', 'election']",Jaykelllz If he does the bullshit he did the last debate might as well spoon feed Romney the election
103, <e>Romney</e>'s campaign and @dansenor and @jasoninthehouse <Crickets!!!> Wow it's mighty quiet out there.. #msnbc2012 #Debates,128,"['Romney', 'campaign', 'dansenor', 'jasoninthehouse', 'Wow', 'mighty', 'quiet', 'Debates']",Romney 's campaign and dansenor and jasoninthehouse Wow it 's mighty quiet out there msnbc2012 Debates
104, @rammanson1 I'm getting a better feeling about <e>Romney</e> by the day. Actually think he may win,99,"['get', 'better', 'feel', 'Romney', 'day', 'Actually', 'think', 'may', 'win']",rammanson1 I 'm getting a better feeling about Romney by the day Actually think he may win
105, Let's get ready to rumble!!!!!!!!!! Team <e>Romney</e> up and ready to go!,75,"['Let', 'get', 'ready', 'rumble', 'Team', 'Romney', 'ready', 'go']",Let 's get ready to rumble Team Romney up and ready to go
106, <e>Romney</e> yo. âœŒ,22,"['Romney', 'yo', 'âœŒ']",Romney yo âœŒ
107, Hang another one up for <e>Romney</e>! #<e>Romney</e>Ryan2012,62,"['Hang', 'another', 'one', 'Romney']",Hang another one up for Romney RomneyRyan2012
108," ""@MsSonyaJizzle: ""Governor <e>Romney</e> showed that the first <a>debate</a> was not a fluke.""""damn Sonya u for Rommey???",122,"['MsSonyaJizzle', 'Governor', 'Romney', 'show', 'first', 'debate', 'fluke', 'damn', 'Sonya', 'u', 'Rommey']",MsSonyaJizzle Governor Romney showed that the first debate was not a fluke damn Sonya u for Rommey
109," According to Paul Ryan email I just received, Mitt <e>Romney</e> ""crushed it"" tonight. Cool story, bro.",104,"['According', 'Paul', 'Ryan', 'email', 'receive', 'Mitt', 'Romney', 'crush', 'tonight', 'Cool', 'story', 'bro']",According to Paul Ryan email I just received Mitt Romney crushed it tonight Cool story bro
110, Vegas focus group says #<e>Romney</e> won,42,"['Vegas', 'focus', 'group', 'say', 'Romney']",Vegas focus group says Romney won
111," Regardless of what the pundits are saying, <e>Romney</e> won again. #Debate2012",80,"['Regardless', 'pundits', 'say', 'Romney']",Regardless of what the pundits are saying Romney won again Debate2012
112," Stephen Schwarzman, chairman of the world's largest private equity firm, endorses Mitt <e>Romney</e> Nov 28, 2011 http://t.co/AgF4koyw #EndorseMITT",148,"['Stephen', 'Schwarzman', 'chairman', 'world', 'largest', 'private', 'equity', 'firm', 'endorse', 'Mitt', 'Romney', 'Nov', 'http', 'EndorseMITT']",Stephen Schwarzman chairman of the world 's largest private equity firm endorses Mitt Romney Nov 28 2011 http t.co/AgF4koyw EndorseMITT
113," That @FrankLuntz focus group is a real hoot. ""<e>Romney</e>!"" #figures",71,"['FrankLuntz', 'focus', 'group', 'real', 'hoot', 'Romney', 'figure']",That FrankLuntz focus group is a real hoot Romney figures
114, I would say that we should settle the presidential race over a basketball game but we all know who would win. <e>Romney</e>'s J is amazing.,140,"['would', 'say', 'settle', 'presidential', 'race', 'basketball', 'game', 'know', 'would', 'win', 'Romney', 'J', 'amaze']",I would say that we should settle the presidential race over a basketball game but we all know who would win Romney 's J is amazing
115, I've decided to vote <e>Romney</e>.   Ha ha ha. Good night!,60,"['decide', 'vote', 'Romney', 'Ha', 'ha', 'ha', 'Good', 'night']",I 've decided to vote Romney Ha ha ha Good night
116, @KarlRove <e>Romney</e> was the clear winner on more points.,61,"['KarlRove', 'Romney', 'clear', 'winner', 'point']",KarlRove Romney was the clear winner on more points
117, Gallup: <e>Romney</e> Jumps to 4 Point Lead Ahead of <a>Debate</a> http://t.co/ACxIHZR3,88,"['Gallup', 'Romney', 'Jumps', 'Point', 'Lead', 'Ahead', 'Debate', 'http']",Gallup Romney Jumps to 4 Point Lead Ahead of Debate http t.co/ACxIHZR3
118, @eclarkster going on the line <e>Romney</e> will win,53,"['eclarkster', 'go', 'line', 'Romney', 'win']",eclarkster going on the line Romney will win
119, @megynkelly I want to say <e>Romney</e> cares..he truly does I seen that in this <a>debate</a>. He is honest hardworking Godly and caring.,139,"['megynkelly', 'want', 'say', 'Romney', 'truly', 'see', 'debate', 'honest', 'hardworking', 'Godly', 'care']",megynkelly I want to say Romney cares..he truly does I seen that in this debate He is honest hardworking Godly and caring
120," All I have to say is, <e>Romney</e> all the wayðŸ‘",52,"['say', 'Romney', 'wayðŸ']",All I have to say is Romney all the wayðŸ ‘ 
121, <e>Romney</e> for President http://t.co/rglpxGi2 via @newyorkobserver,70,"['Romney', 'President', 'http', 'via', 'newyorkobserver']",Romney for President http t.co/rglpxGi2 via newyorkobserver
122, I barely got to watch the #presidential<a>debate</a> but <e>Romney</e>'s views on <a>immigration policy</a> are rather impressive,130,"['barely', 'get', 'watch', 'presidentialdebate', 'Romney', 'view', 'immigration', 'policy', 'rather', 'impressive']",I barely got to watch the presidentialdebate but Romney 's views on immigration policy are rather impressive
123, oven. mitt. bwa. ha. ha. RT @jbossbrown OvenMitt <e>Romney</e> was getting a little too close to my president.,111,"['oven', 'mitt', 'bwa', 'ha', 'ha', 'RT', 'jbossbrown', 'OvenMitt', 'Romney', 'get', 'little', 'close', 'president']",oven mitt bwa ha ha RT jbossbrown OvenMitt Romney was getting a little too close to my president
124, CU formula 100% right in picking winner since developed in 1980. Says 77% likelihood <e>Romney</e> is next president http://t.co/9UwLReZo #<a>debate</a>,153,"['CU', 'formula', 'right', 'pick', 'winner', 'since', 'develop', 'Says', 'likelihood', 'Romney', 'next', 'president', 'http', 'debate']",CU formula 100 right in picking winner since developed in 1980 Says 77 likelihood Romney is next president http t.co/9UwLReZo debate
125," ""I believe Governor <e>Romney</e> is a good man. I believe that he said behind closed doors that <a>47%</a> of Americans are victims"" - President <e>Obama</e>""",160,"['believe', 'Governor', 'Romney', 'good', 'man', 'believe', 'say', 'behind', 'close', 'doors', 'Americans', 'victims', 'President', 'Obama']",I believe Governor Romney is a good man I believe that he said behind closed doors that 47 of Americans are victims President Obama
126," Trust me, Candy Crowley's revelation after the <a>debate</a> that <e>Romney</e> was ""right in the main"" on Libya will not matter tomorrow.",139,"['Trust', 'Candy', 'Crowley', 'revelation', 'debate', 'Romney', 'right', 'main', 'Libya', 'matter', 'tomorrow']",Trust me Candy Crowley 's revelation after the debate that Romney was right in the main on Libya will not matter tomorrow
127, <e>Romney</e> ftw #<e>Romney</e>forpresident,45,"['Romney', 'ftw', 'Romneyforpresident']",Romney ftw Romneyforpresident
128, @timminycricket @2hrsand7mins Fox News says that #<e>Romney</e> won our relationship,85,"['timminycricket', 'Fox', 'News', 'say', 'Romney', 'relationship']",timminycricket 2hrsand7mins Fox News says that Romney won our relationship
129, I hope <e>Romney</e> wins,26,"['hope', 'Romney', 'win']",I hope Romney wins
130,"@GhettoEnglish: Bands will make <a>her</a>dance , stamps will make her twerk , If <e>Romney</e> becomes president , all these hoes will have to work.",149,"['GhettoEnglish', 'Bands', 'make', 'herdance', 'stamp', 'make', 'twerk', 'Romney', 'become', 'president', 'hoe', 'work']",GhettoEnglish Bands will make herdance stamps will make her twerk If Romney becomes president all these hoes will have to work
131,"POTUS should strongly show he lowered debt NOT raised. <a>Handling debit </a>only issue in <e>Romney</e> + column. Fast, passionate and no heavy math.",150,"['POTUS', 'strongly', 'show', 'lower', 'debt', 'raise', 'Handling', 'debit', 'issue', 'Romney', 'column', 'Fast', 'passionate', 'heavy', 'math']",POTUS should strongly show he lowered debt NOT raised Handling debit only issue in Romney column Fast passionate and no heavy math
132,"Amen..RT @csimm16: Dear Lord, Gv Future Prsdnt <e>Romney<e> the<a> insightshow his grace</a>, the<a> knowledge of right & wrong</a> the<a> courage 2 fight for us.</a>",166,"['Dear', 'Lord', 'Gv', 'Future', 'Prsdnt', 'Romney', 'insightshow', 'grace', 'knowledge', 'right', 'wrong', 'courage', 'fight', 'us']",Amen..RT csimm16 Dear Lord Gv Future Prsdnt Romney the insightshow his grace the knowledge of right wrong the courage 2 fight for us
133,<a> Five Reasons</a> Why Itâ€™s President<e> Romney</e> http://t.co/fzEaloUY via @theblaze,90,"['Five', 'Reasons', 'President', 'Romney', 'http', 'via', 'theblaze']",Five Reasons Why Itâ€™s President Romney http t.co/fzEaloUY via theblaze
134,"Bands will make <a>her</a> Dance, Stamps will make her Twerk, If <e>Romney</e> becomes president, These girls will have to Work",127,"['Bands', 'make', 'Dance', 'Stamps', 'make', 'Twerk', 'Romney', 'become', 'president', 'girls', 'Work']",Bands will make her Dance Stamps will make her Twerk If Romney becomes president These girls will have to Work
135,@ibhsffo @OhioAllenJNS Whatevs. <e>Romney's</e><a> winning this thing</a>.11/7 is gonna be a day of morning for Obama pod people,128,"['ibhsffo', 'OhioAllenJNS', 'Whatevs', 'Romney', 'win', 'gon', 'na', 'day', 'morning', 'Obama', 'pod', 'people']",ibhsffo OhioAllenJNS Whatevs Romney 's winning this thing.11/7 is gon na be a day of morning for Obama pod people
136,David Stockman On <e>Mitt Romney</e>: 'He Was<a> A Master Financial Speculator'</a> http://t.co/gsFhYnmf via @HuffPostBiz operative word RIGGED,143,"['David', 'Stockman', 'Mitt', 'Romney', 'Master', 'Financial', 'Speculator', 'http', 'via', 'HuffPostBiz', 'operative', 'word', 'RIGGED']",David Stockman On Mitt Romney 'He Was A Master Financial Speculator http t.co/gsFhYnmf via HuffPostBiz operative word RIGGED
137,Stephen Colbert says <e>Mitt Romney </e>has '<a>good shot' of winning </a>http://t.co/DNRKiijl,94,"['Stephen', 'Colbert', 'say', 'Mitt', 'Romney', 'shoot', 'win', 'http']",Stephen Colbert says Mitt Romney has 'good shot of winning http t.co/DNRKiijl
138,"""@MikeEpps___: Bands will make<a> her</a> dance , food stamps will make her twerk , If <e>Romney</e> becomes president , these hoes will have to work.""",151,"['MikeEpps', 'Bands', 'make', 'dance', 'food', 'stamp', 'make', 'twerk', 'Romney', 'become', 'president', 'hoe', 'work']",MikeEpps Bands will make her dance food stamps will make her twerk If Romney becomes president these hoes will have to work
139,I know I'm just a teen but come on <e>romney</e>> <a>come on win </a>please I'mRooted for you!,94,"['know', 'teen', 'come', 'romney', 'come', 'win', 'please']",I know I 'm just a teen but come on romney come on win please I'mRooted for you
140,http://t.co/21E6THft @AbbyBritt8 @CNNMex_ @Franchulo @JohnBelt4 <e>Mitt Romney </e>for<a> POTUS</a>,99,"['http', 'CNNMex', 'Franchulo', 'Mitt', 'Romney', 'POTUS']",http t.co/21E6THft AbbyBritt8 CNNMex Franchulo JohnBelt4 Mitt Romney for POTUS
141,"Plz flw @HipHoptimum: <a>Lindsay Lohan Endorses</a> <e>Romney</e>, And It's Actually A Really Big... http://t.co/Q7OZKODc",121,"['Plz', 'flw', 'HipHoptimum', 'Lindsay', 'Lohan', 'Endorses', 'Romney', 'Actually', 'Really', 'Big', 'http']",Plz flw HipHoptimum Lindsay Lohan Endorses Romney And It 's Actually A Really Big http t.co/Q7OZKODc
142,"Love Duvall...he's a Texan :) @slone: ROBERT DUVALL: Oscar-Winner Duvall Hosts<e> Romney </e><a>Fundraiser</a> http://t.co/kOJ63cFb #tcot #tlot #teaparty""",154,"['Love', 'Duvall', 'Texan', 'slone', 'ROBERT', 'DUVALL', 'Duvall', 'Hosts', 'Romney', 'Fundraiser', 'http', 'tcot', 'tlot', 'teaparty']",Love Duvall he 's a Texan slone ROBERT DUVALL Oscar-Winner Duvall Hosts Romney Fundraiser http t.co/kOJ63cFb tcot tlot teaparty
143,@tdavis_12 no<e> Romney</e> has on<a> his agenda that he will</a> Thats what my tweets are about.,97,"['Romney', 'agenda', 'Thats', 'tweet']",tdavis_12 no Romney has on his agenda that he will Thats what my tweets are about
144, @megynkelly i am a middleclass woman who is voting for <e>Romney</e> .My <a>health insurance</a> tripling the last two years doesn't help.i deserve better,155,"['megynkelly', 'middleclass', 'woman', 'vote', 'Romney', 'health', 'insurance', 'triple', 'last', 'two', 'years', 'deserve', 'better']",megynkelly i am a middleclass woman who is voting for Romney My health insurance tripling the last two years does n't help.i deserve better
145," Media all seems to go with ""draw.""  Perhaps on ""style,"" but I don't think any objective viewer can say <e>Romney</e> didn't win <a>economic substance</a>.",155,"['Media', 'seem', 'go', 'draw', 'Perhaps', 'style', 'think', 'objective', 'viewer', 'say', 'Romney', 'win', 'economic', 'substance']",Media all seems to go with draw Perhaps on style but I do n't think any objective viewer can say Romney did n't win economic substance
146, No capital gains <a>taxes</a> for middle class investors?  Yeah!  <e>Romney</e> has my vote! #debates,102,"['capital', 'gain', 'tax', 'middle', 'class', 'investors', 'Yeah', 'Romney', 'vote', 'debate']",No capital gains taxes for middle class investors Yeah Romney has my vote debates
147, Vote <e>Romney</e> because <a>jobs</a>,39,"['Vote', 'Romney', 'job']",Vote Romney because jobs
148," @BUCKleupBorn right, right. Sense youre so politically aware, i'm sure you know CNN immediately declared <e>Romney</e> victor last debate",138,"['BUCKleupBorn', 'right', 'right', 'Sense', 'youre', 'politically', 'aware', 'sure', 'know', 'CNN', 'immediately', 'declare', 'Romney', 'victor', 'last', 'debate']",BUCKleupBorn right right Sense youre so politically aware i 'm sure you know CNN immediately declared Romney victor last debate
149, @BillHemmer Course of election is already leaning toward Gov. <e>Romney</e>.  This can only help.,98,"['BillHemmer', 'Course', 'election', 'already', 'lean', 'toward', 'Gov', 'Romney', 'help']",BillHemmer Course of election is already leaning toward Gov Romney This can only help
150, Mitt <e>Romney</e> all the way!!!,34,"['Mitt', 'Romney', 'way']",Mitt Romney all the way
151," <a>Votes on Economy, Healthcare, Deficit, and Tax categories</a> all won by Mitt <e>Romney</e> tonight #Debate2012",115,"['Votes', 'Economy', 'Healthcare', 'Deficit', 'Tax', 'categories', 'Mitt', 'Romney', 'tonight']",Votes on Economy Healthcare Deficit and Tax categories all won by Mitt Romney tonight Debate2012
152," Cnn poll shows <e>Romney</e> won on <a>economy, taxes and health care</a>...big.  This will not slow his momentum!",115,"['Cnn', 'poll', 'show', 'Romney', 'economy', 'tax', 'health', 'care', 'big', 'slow', 'momentum']",Cnn poll shows Romney won on economy taxes and health care big This will not slow his momentum
153," Both men had their points tonight. I respect both of them, but I think <e>Romney</e> is the way to go.",103,"['men', 'point', 'tonight', 'respect', 'think', 'Romney', 'way', 'go']",Both men had their points tonight I respect both of them but I think Romney is the way to go
154, I'm going for <e>Romney</e> #Romney2012,40,"['go', 'Romney']",I 'm going for Romney Romney2012
155," Ok, ok--I've made up my mind, I'm voting for <e>Romney</e>!",60,"['Ok', 'ok', 'make', 'mind', 'vote', 'Romney']",Ok ok I 've made up my mind I 'm voting for Romney
156," CNN poll respondents also think <e>Romney</e> would do better on <a>taxes, deficit and especially the economy</a>.",115,"['CNN', 'poll', 'respondents', 'also', 'think', 'Romney', 'would', 'better', 'tax', 'deficit', 'especially', 'economy']",CNN poll respondents also think Romney would do better on taxes deficit and especially the economy
157," <e>Romney</e> is a <a>businessman</a> that built businesses created jobs, and improved schools in his state as governor.",121,"['Romney', 'businessman', 'build', 'businesses', 'create', 'job', 'improve', 'school', 'state', 'governor']",Romney is a businessman that built businesses created jobs and improved schools in his state as governor
